,Company,Valuation ($B),Country,City,Industry,Select Inverstors,Founded Year,Financial Stage,Investors Count,Deal Terms,Year Joined,Total Raised ($B),years_to_unicorn,Select_Inverstor_1
190,Vuori,4.0,United States,Carlsbad,E-commerce & direct-to-consumer,"SoftBank Group, Norwest Venture Partners",2015,None,23,8,2021,0.802,6,"['SoftBank Group', ' Norwest Venture Partners']"
191,ClickUp,4.0,United States,San Diego,Internet software & services,"Georgian Partners, Craft Ventures",2017,None,6,2,2020,0.535,3,"['Georgian Partners', ' Craft Ventures']"
192,Cerebras Systems,4.0,United States,Los Altos,Hardware,"Benchmark, Foundation Capital, Sequoia Capital",2016,None,14,3,2018,0.718,2,"['Benchmark', ' Foundation Capital', ' Sequoia Capital']"
193,Farmers Business Network,4.0,United States,San Carlos,Other,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",2014,None,21,5,2020,0.7396,6,"['Blackrock', ' Kleiner Perkins Caulfield & Byers', ' Google Ventures']"
194,Branch,4.0,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",2014,None,15,5,2018,0.542,4,"['New Enterprise Associates', ' Pear', ' Cowboy Ventures']"
195,Aurora Solar,4.0,United States,San Francisco,Internet software & services,"Fifth Wall Ventures, Energize Ventures, 	ICONIQ Capital",2013,None,9,2,2021,0.5204,8,"['Fifth Wall Ventures', ' Energize Ventures', ' \tICONIQ Capital']"
196,Medlinker,3.92,China,Chengdu,Health,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",2014,None,10,6,2018,0.76474,4,"['China Health Industry Investment Fund', ' China Renaissance', ' and Sequoia Capital China']"
197,Intarcia Therapeutics,3.8,United States,Boston,Health,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",1995,None,38,14,2014,1.487,19,"['New Enterprise Associates', ' New Leaf Venture Partners', ' Charter Venture Capital']"
198,StockX,3.8,United States,Detroit,E-commerce & direct-to-consumer,"Google Ventures, Battery Ventures, DST Global",2016,None,30,4,2019,0.52,3,"['Google Ventures', ' Battery Ventures', ' DST Global']"
199,MessageBird,3.8,Netherlands,Amsterdam,Mobile & telecommunications,"Y Combinator, Atomico, Accel",2011,None,15,3,2020,1.1,9,"['Y Combinator', ' Atomico', ' Accel']"
200,Guild Education,3.75,United States,Denver,Internet software & services,"General Atlantic, Blackstone, ICONIQ Growth",2015,None,25,5,2019,0.3765,4,"['General Atlantic', ' Blackstone', ' ICONIQ Growth']"
201,Articulate,3.75,United States,New York,Edtech,"Blackstone, ICONIQ Growth, General Atlantic",2015,None,25,5,2021,0.3765,6,"['Blackstone', ' ICONIQ Growth', ' General Atlantic']"
202,FalconX,3.75,United States,San Mateo,Fintech,"Tiger Global Management, American Express Ventures, B Capital Group",2018,None,15,2,2021,0.277,3,"['Tiger Global Management', ' American Express Ventures', ' B Capital Group']"
203,Dutchie,3.75,United States,Bend,E-commerce & direct-to-consumer,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",2017,None,14,2,2021,0.603,4,"['Casa Verde Capital', ' Gron Ventures', ' Thrity Five Ventures']"
204,Cohesity,3.7,United States,San Jose,Data management & analytics,"SoftBank Group, Sequoia Capital, Wing Venture Capital",2013,None,22,6,2018,0.66,5,"['SoftBank Group', ' Sequoia Capital', ' Wing Venture Capital']"
205,VAST Data,3.7,United States,New York,Data management & analytics,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",2016,None,11,2,2020,0.263,4,"['Norwest Venture Partners', ' Goldman Sachs', ' Dell Technologies Capital']"
206,GOAT,3.7,United States,Culver City,E-commerce & direct-to-consumer,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",2015,None,28,6,2020,0.49162,5,"['Upfront Ventures', ' Webb Investment Network', ' D1 Capital Partners']"
207,Noom,3.7,United States,New York,Health,"Qualcomm Ventures, Samsung Ventures, Silver Lake",2006,None,28,3,2021,0.6277999999999999,15,"['Qualcomm Ventures', ' Samsung Ventures', ' Silver Lake']"
208,Redwood Materials,3.7,United States,Carson City,Other,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",2017,None,12,1,2021,0.792,4,"['Breakthrough Energy Ventures', ' Capricorn Investment Group', ' Valor Equity Partners']"
209,Papaya Global,3.7,United States,New York,Internet software & services,"Bessemer Venture Partners, Insight Partners, New Era Ventures",2016,None,16,2,2021,0.438,5,"['Bessemer Venture Partners', ' Insight Partners', ' New Era Ventures']"
210,ShareChat,3.7,India,Bengaluru,Internet software & services,"India Quotient, Elevation Capital, Lightspeed Venture Partners",2015,None,22,7,2021,1.277,6,"['India Quotient', ' Elevation Capital', ' Lightspeed Venture Partners']"
211,Relativity,3.6,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",2001,None,2,1,2021,0.125,20,"['Silver Lake', ' ICONIQ Capital']"
212,Whoop,3.6,United States,Boston,E-commerce & direct-to-consumer,"NextView Ventures, Promus Ventures, Two Sigma Ventures",2012,None,36,6,2020,0.40438,8,"['NextView Ventures', ' Promus Ventures', ' Two Sigma Ventures']"
213,Applied Intuition,3.6,United States,Sunnyvale,Data management & analytics,"Andreessen Horowitz, Lux Capital, General Catalyst",2017,None,21,2,2020,0.34,3,"['Andreessen Horowitz', ' Lux Capital', ' General Catalyst']"
214,Course Hero,3.6,United States,Redwood City,Edtech,"NewView Capital, Maveron, Ridge Ventures",2006,None,17,4,2020,0.47568,14,"['NewView Capital', ' Maveron', ' Ridge Ventures']"
215,Otto Bock HealthCare,3.52,Germany,Duderstadt,Health,EQT Partners,1919,None,2,1,2017,0.81549,98,['EQT Partners']
216,Indigo Ag,3.5,United States,Boston,Artificial intelligence,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",2014,None,10,5,2017,1.177,3,"['Activant Capital Group', ' Alaska Permanent Fund', ' Baillie Gifford & Co.']"
217,HyalRoute,3.5,Singapore,Mobile & telecommunications,Kuang-Chi,None,2015,None,1,1,2020,0.26312,5,['None']
218,Rec Room,3.5,United States,Seattle,Internet software & services,"First Round Capital, Sequoia Capital, Index Ventures",2016,None,13,3,2021,0.29481999999999997,5,"['First Round Capital', ' Sequoia Capital', ' Index Ventures']"
219,Digit Insurance,3.5,India,Bengaluru,Fintech,"Fairfax Financial Holdings, A91 Partners, TVS Capital",2016,None,15,5,2021,0.42416000000000004,5,"['Fairfax Financial Holdings', ' A91 Partners', ' TVS Capital']"
220,Commure,3.5,United States,San Francisco,Internet software & services,"General Catalyst, HCA Healthcare",2017,None,2,2,2021,0.7438899999999999,4,"['General Catalyst', ' HCA Healthcare']"
221,Mirakl,3.5,France,Paris,E-commerce & direct-to-consumer,"Elaia Partners, 83North, Felix Capital",2011,None,6,4,2020,0.948,9,"['Elaia Partners', ' 83North', ' Felix Capital']"
222,Coalition,3.5,United States,San Francisco,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2017,None,14,4,2021,0.52,4,"['Two Sigma Ventures', ' Flint Capital', ' Commerce Ventures']"
